,international_reputation,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Attack_workrate,Defend_workrate,Positon_General,preferred_foot_Left,preferred_foot_Right,body_type_Akinfenwa,body_type_C. Ronaldo,body_type_Courtois,body_type_Lean,body_type_Messi,body_type_Neymar,body_type_Normal,body_type_PLAYER_BODY_TYPE_25,body_type_Shaqiri,body_type_Stocky,height_cm,weight_kg,age
12436,1,2,2,43,57,53,51,41,54,36,27,31,56,68,76,70,52,63,60,64,56,62,47,34,18,55,49,21,44,39,15,17,14,14,6,11,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,192,84,20
12437,1,3,2,46,46,44,65,35,58,40,43,49,61,69,69,63,55,72,57,67,35,51,43,53,53,45,51,42,56,58,51,50,15,8,13,15,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,68,21
12438,1,4,2,37,49,45,59,51,58,51,55,55,55,74,65,70,54,81,69,62,69,39,50,56,40,55,50,48,46,39,39,42,11,8,13,8,12,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,170,62,22
12439,1,3,2,44,35,36,57,37,54,41,41,56,57,67,68,58,54,68,52,54,43,65,43,38,24,57,54,46,48,35,31,38,13,10,11,10,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,72,21
12440,1,2,2,57,41,42,56,34,54,41,37,49,56,75,78,66,37,72,55,54,39,44,38,39,52,51,42,46,48,47,56,52,14,12,13,14,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,176,70,21
12441,1,2,2,38,42,57,62,38,51,36,34,52,55,56,66,49,48,69,49,64,59,55,45,61,51,40,38,44,44,45,59,52,11,14,8,11,7,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,180,61,19
12442,1,3,2,44,52,43,60,38,56,39,35,55,58,62,65,68,55,74,50,59,60,45,46,60,40,58,43,37,45,40,45,43,11,11,5,11,6,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,68,20
12443,1,2,2,55,27,42,53,28,50,27,27,42,54,69,65,58,56,72,28,65,69,66,29,51,52,52,57,39,44,41,50,55,15,13,11,11,6,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,177,65,21
12444,1,3,2,48,47,38,63,40,57,43,41,53,63,60,64,71,57,68,56,38,53,58,64,58,21,44,48,43,50,41,39,31,7,13,5,14,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,64,20
12445,1,3,2,35,29,52,56,28,45,37,39,49,53,60,65,66,55,75,45,63,55,47,31,58,57,28,48,42,43,44,60,57,13,11,14,11,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,70,21
12446,1,3,2,32,56,41,59,37,57,33,32,47,54,64,62,55,50,71,48,66,68,57,33,51,40,55,48,43,44,45,54,52,8,7,6,12,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,69,21
12447,1,2,2,41,39,49,51,39,43,37,32,53,46,69,67,58,53,63,53,73,78,63,39,56,58,53,49,38,49,44,54,49,15,11,6,12,12,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,182,73,21
12448,1,3,2,42,52,20,55,45,62,45,38,38,58,72,66,80,38,86,39,51,56,32,37,25,30,42,53,51,43,28,20,23,13,11,12,14,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,60,20
12449,1,4,2,52,31,37,63,37,56,41,44,60,56,59,63,70,45,63,44,62,33,43,33,46,23,48,56,46,59,34,39,44,6,11,7,12,6,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,188,69,22
12450,1,3,2,42,45,33,55,43,56,47,40,49,55,72,65,59,58,84,48,61,54,39,44,45,29,44,52,46,57,32,33,35,11,12,5,11,10,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,170,65,21
12451,1,3,2,45,41,36,57,41,56,51,39,56,57,61,64,67,50,83,44,53,44,45,43,43,24,46,56,40,57,31,32,35,9,10,14,15,7,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,169,70,20
12452,1,3,2,33,34,43,58,39,54,38,36,53,57,62,64,57,57,52,52,59,60,66,43,55,52,50,51,38,37,43,46,45,9,13,13,12,6,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,189,80,23
12453,1,3,2,50,51,30,51,36,56,38,33,46,54,72,70,54,48,76,45,48,48,45,41,37,21,51,51,48,48,20,25,24,11,11,8,10,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,174,64,22
12454,1,2,2,39,34,44,57,31,44,37,39,51,51,59,60,50,53,55,49,63,58,61,28,56,56,34,36,44,41,46,61,54,5,11,11,11,11,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,78,22
12455,1,3,2,44,33,48,59,31,58,37,31,57,56,69,62,59,54,66,46,61,58,61,35,56,36,50,57,41,35,35,45,47,11,7,8,10,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,75,21
12456,1,3,2,40,45,35,59,43,52,44,38,56,53,71,66,70,52,58,46,54,39,58,46,42,21,49,54,47,50,37,37,39,11,6,14,8,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,75,22
12457,1,3,2,52,35,55,65,36,55,46,48,64,54,60,58,60,52,69,59,57,52,50,37,59,53,35,48,53,46,52,60,61,13,11,10,9,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,70,21
12458,1,3,2,45,48,43,53,40,55,46,50,50,56,72,71,70,50,66,52,60,59,50,47,44,28,50,54,48,51,32,36,39,5,9,13,11,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,68,20
12459,1,3,2,38,43,46,55,33,54,34,36,55,56,64,66,66,53,69,51,65,66,59,48,59,47,51,54,46,48,45,43,43,15,7,15,11,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,179,70,24
12460,1,2,2,55,42,45,64,43,52,50,44,61,58,60,62,58,47,77,52,61,34,43,38,40,29,47,62,51,62,20,49,53,11,9,6,9,9,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,69,22
12461,1,3,2,45,35,47,59,39,50,40,35,59,52,69,63,73,46,72,53,59,58,47,41,63,52,49,53,45,51,51,56,53,8,5,6,9,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,70,23
12462,1,3,2,44,30,40,58,44,55,48,40,55,58,69,67,66,48,69,48,58,71,55,40,58,48,44,55,40,58,42,48,47,6,8,8,15,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,68,22
12463,1,2,2,41,33,45,60,36,54,31,37,58,60,64,62,70,57,69,45,69,52,43,39,58,45,56,53,40,41,32,41,41,14,15,13,7,7,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,168,60,22
12464,1,3,2,40,44,41,64,45,59,48,48,65,56,62,55,58,53,71,57,51,65,54,34,43,23,44,56,46,58,45,21,33,7,13,12,16,14,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,72,22
12465,1,3,2,56,41,41,58,30,52,65,62,53,52,54,71,80,54,57,50,53,45,76,33,56,57,57,52,40,45,60,60,56,8,12,13,7,14,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,185,79,21
12466,1,3,2,57,23,41,64,23,39,35,31,58,46,62,64,83,51,52,39,70,53,74,25,60,45,29,41,34,41,46,62,55,7,15,12,9,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,72,26
12467,1,2,2,48,55,40,58,38,45,68,35,54,53,78,74,80,54,70,75,41,63,60,64,31,22,42,43,46,45,39,36,29,7,13,13,9,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,63,23
12468,1,2,2,41,53,47,55,32,46,45,36,48,55,63,66,67,59,72,63,62,65,59,45,58,58,56,59,43,38,53,51,47,12,13,7,6,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,183,77,26
12469,1,3,3,38,41,38,57,43,63,49,36,52,64,67,66,74,53,79,48,60,52,55,39,52,34,50,54,46,61,50,34,37,15,8,11,9,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,168,64,17
12470,1,3,2,37,33,55,63,36,56,37,41,53,50,70,68,60,53,70,58,61,58,57,44,56,50,55,50,43,46,41,49,50,10,6,5,14,15,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,70,17
12471,1,3,2,38,36,43,60,39,56,46,38,53,58,62,66,68,47,70,50,67,59,65,43,68,48,46,52,42,47,46,54,46,12,7,11,7,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,83,18
12472,1,3,2,41,45,38,58,43,62,44,31,46,55,57,65,63,38,72,51,48,47,52,50,33,15,56,49,54,47,51,27,20,7,11,8,15,11,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,67,19
12473,1,3,2,46,35,40,62,41,50,53,42,59,51,70,66,54,45,79,54,56,44,45,37,39,21,41,61,47,60,43,41,49,6,11,9,9,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,69,18
12474,1,2,2,39,32,48,64,40,52,38,39,50,54,63,62,55,50,52,53,64,60,50,41,61,43,51,51,42,43,40,45,51,6,15,7,9,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,64,17
12475,1,3,3,32,41,32,58,48,59,51,32,52,57,73,71,70,38,64,55,62,44,50,32,41,18,38,57,44,54,18,42,39,10,9,15,10,7,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,178,69,18
12476,1,3,2,48,36,33,60,39,44,61,62,54,54,64,67,76,43,69,48,52,71,66,33,48,22,55,58,56,52,32,39,41,11,6,12,8,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,76,18
12477,1,3,2,34,25,45,56,28,40,35,36,47,62,65,58,57,50,58,47,62,63,68,31,52,44,31,41,42,39,47,60,55,13,9,9,14,9,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,185,75,17
12478,1,2,2,49,52,34,51,43,58,48,39,41,54,69,66,66,45,62,51,46,42,55,36,33,30,48,47,51,43,24,22,26,12,12,8,14,12,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,184,74,17
12479,1,3,2,42,49,56,64,34,56,40,43,62,51,59,58,52,56,70,53,59,45,45,33,66,48,29,51,45,43,52,50,65,9,9,10,5,6,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,179,68,19
12480,1,3,2,45,40,54,53,46,49,40,30,56,49,71,70,75,45,72,48,58,59,49,36,70,54,30,47,42,48,53,53,50,9,9,7,6,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,66,19
12481,1,3,2,34,48,48,60,34,52,44,38,52,48,70,68,62,56,77,53,60,61,39,38,53,50,57,50,40,39,44,47,44,8,15,14,10,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,61,18
12482,1,3,2,43,42,42,63,48,51,49,47,57,57,64,61,51,51,75,45,57,49,48,29,42,23,38,55,49,61,36,40,45,7,6,6,10,6,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,174,71,18
12483,1,2,2,35,37,50,63,26,45,39,37,60,58,65,65,67,52,78,45,65,53,31,36,58,51,38,45,39,45,28,51,51,10,12,10,12,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,68,18
12484,1,3,2,42,34,45,58,31,52,42,42,57,59,64,55,52,50,60,51,63,64,57,38,55,47,38,52,40,52,49,51,59,11,10,13,11,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,72,18
12485,1,4,3,59,43,32,45,45,58,58,44,48,57,69,67,73,47,70,49,39,52,52,34,37,19,44,43,56,44,23,20,22,8,5,10,6,9,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,71,18
12486,1,3,3,46,41,44,56,39,55,53,42,54,58,63,65,58,56,66,57,52,41,47,42,40,43,49,54,45,61,44,49,51,13,12,14,7,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,174,70,17
12487,1,4,3,46,43,30,50,39,55,44,49,45,54,75,79,59,41,81,52,41,60,46,49,37,44,47,52,54,51,40,44,41,14,5,13,11,8,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,170,70,19
12488,1,2,2,44,41,44,56,38,53,39,37,55,55,57,54,56,56,66,51,61,43,56,43,52,47,52,53,43,41,48,50,43,11,13,13,7,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,176,67,18
12489,1,3,2,39,29,44,45,31,52,38,31,45,52,65,64,58,53,66,31,65,65,66,30,55,55,39,42,38,38,50,59,56,9,12,7,15,12,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,186,77,19
12490,1,3,2,46,42,34,52,41,63,49,46,49,58,64,62,60,49,70,50,52,47,58,33,45,21,46,55,52,59,34,30,37,9,7,12,8,8,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,184,74,18
12491,1,2,2,56,42,41,52,46,58,45,35,50,59,71,71,67,38,82,54,44,51,43,38,30,19,40,44,48,41,24,34,32,14,9,13,14,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,170,68,19
12492,1,3,3,50,49,45,54,44,59,42,37,43,61,51,57,41,44,43,48,37,40,46,36,27,22,54,53,44,42,24,24,21,15,8,11,14,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,189,76,19
12493,1,2,2,46,49,42,46,42,55,45,35,41,58,81,76,72,41,64,56,45,52,37,35,31,21,44,45,52,42,31,26,25,5,10,13,8,14,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,68,17
12494,1,3,3,50,39,40,47,37,53,45,45,42,52,75,73,75,50,78,51,65,63,45,47,46,38,48,49,49,43,36,40,36,6,9,7,7,13,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,175,63,18
12495,1,2,2,33,47,44,55,27,57,23,20,51,57,64,64,69,56,75,50,74,63,69,46,48,51,45,47,36,48,49,52,49,6,14,12,12,11,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,178,70,19
12496,1,3,2,49,45,47,57,46,53,38,39,52,54,62,64,57,49,69,55,57,64,46,59,50,44,50,49,50,55,35,51,46,12,10,13,15,11,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,176,65,20
12497,1,2,2,41,38,39,57,44,52,41,42,55,55,68,72,75,53,75,57,69,72,52,55,44,32,42,55,46,50,33,38,35,14,6,15,7,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,64,19
12498,1,3,2,41,31,51,64,39,52,33,40,61,53,63,63,59,47,56,56,64,57,49,35,54,37,55,48,40,41,35,43,45,7,5,15,13,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,68,19
12499,1,3,2,43,38,42,60,38,49,54,60,61,52,70,68,65,48,70,48,52,66,54,41,43,35,48,51,40,54,39,44,42,9,11,9,6,13,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,64,18
12500,1,4,2,36,33,42,61,29,47,30,38,57,43,60,67,58,49,65,42,61,42,31,31,72,49,32,48,40,55,50,61,60,8,11,12,6,9,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,170,65,19
12501,1,3,2,41,37,45,59,33,59,39,39,55,57,67,64,69,54,72,52,63,47,51,35,55,40,49,55,43,38,37,38,41,11,12,6,6,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,75,17
12502,1,3,2,42,38,28,58,32,56,47,41,52,55,62,63,71,50,73,44,62,50,42,41,32,22,46,54,40,41,21,31,21,14,12,10,11,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,173,66,18
12503,1,2,2,47,44,42,63,39,58,50,48,58,64,65,66,62,49,78,57,57,47,40,39,37,27,44,50,49,52,38,43,40,14,6,5,6,15,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,175,65,18
12504,1,3,2,41,45,42,58,41,57,44,39,53,62,68,63,65,53,70,51,56,50,63,41,47,35,46,54,47,53,54,46,48,15,7,11,8,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,76,20
12505,1,3,3,33,41,44,57,38,56,37,38,55,56,63,65,67,57,78,57,53,58,33,51,50,46,40,48,45,51,46,45,44,5,6,11,8,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,61,20
12506,1,3,2,46,41,65,51,35,53,49,37,53,51,84,78,78,55,71,48,68,65,45,52,58,48,52,63,36,39,60,41,42,5,12,14,14,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,181,64,21
12507,1,3,2,42,33,47,61,29,51,34,41,60,50,63,62,64,49,73,47,58,49,47,38,53,48,36,53,41,49,49,54,55,15,12,12,12,11,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,175,65,20
12508,1,3,2,37,26,60,53,27,46,30,39,48,52,60,53,63,52,60,47,66,60,61,33,55,56,36,44,42,44,51,54,53,5,8,7,7,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,186,76,20
12509,1,3,2,35,45,36,54,44,56,48,46,56,54,75,71,66,51,77,53,64,67,54,46,53,45,54,51,45,52,48,47,45,6,6,12,12,5,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,61,18
12510,1,2,2,52,41,31,55,34,56,46,41,49,51,70,64,66,47,71,50,40,51,37,42,36,19,45,51,53,39,21,22,18,13,9,9,11,10,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,178,63,20
12511,1,3,2,44,35,47,61,28,55,38,41,58,49,56,57,59,56,69,57,63,58,42,35,60,50,38,49,42,45,49,62,60,15,10,5,14,10,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,181,65,19
12512,1,2,2,48,48,44,54,46,55,42,42,53,54,71,69,68,51,71,52,65,67,64,53,55,49,48,53,44,54,44,52,48,6,15,8,12,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,71,18
12513,1,2,2,38,33,58,56,28,50,30,37,42,54,63,69,62,56,67,49,62,54,53,33,59,52,30,40,35,37,54,58,54,10,5,7,12,10,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,183,65,19
12514,1,3,2,49,43,52,58,39,51,35,40,56,52,61,61,59,54,63,55,64,66,51,42,55,43,55,51,46,43,35,42,49,6,10,7,11,6,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,183,68,19
12515,1,2,2,42,30,48,54,31,63,31,30,49,58,64,65,60,53,82,51,57,59,41,35,57,53,40,46,42,39,41,54,56,9,8,12,7,9,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,166,63,18
12516,1,3,2,48,36,41,62,35,46,42,40,54,57,52,63,54,50,53,41,67,40,34,38,52,50,44,43,45,52,60,60,48,9,8,13,12,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,75,19
12517,1,2,2,34,37,40,56,33,46,40,37,47,55,60,61,66,55,58,55,59,52,56,44,56,48,39,41,41,38,55,56,53,14,9,14,14,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,186,75,19
12518,1,3,2,51,26,46,60,40,58,55,38,55,59,59,51,69,51,69,52,64,62,53,30,52,40,46,54,41,63,30,45,45,13,6,6,7,9,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,177,73,21
12519,1,2,2,43,34,47,60,28,51,42,41,57,52,61,59,68,51,64,52,63,62,62,41,51,49,41,53,42,47,36,54,50,13,11,8,13,13,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,174,70,18
12520,1,2,2,52,43,37,51,43,56,39,36,45,55,76,72,81,47,86,45,41,46,37,35,27,23,49,40,48,40,44,23,25,5,10,12,14,8,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,170,63,22
12521,1,2,2,48,52,53,47,32,59,43,34,26,53,76,75,71,50,69,47,35,53,56,51,31,14,51,47,55,41,50,13,14,7,9,12,12,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,74,18
12522,1,3,2,51,39,44,55,32,51,35,34,53,54,64,63,69,58,71,44,71,53,53,36,54,46,44,49,44,44,34,48,54,13,8,7,8,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,74,19
12523,1,3,2,38,31,53,61,32,52,37,38,53,57,57,55,62,53,65,53,60,51,62,34,54,48,37,44,41,43,42,56,59,8,12,13,9,9,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,178,67,20
12524,1,2,2,38,42,48,62,29,55,50,55,60,57,65,57,53,48,63,55,58,50,62,50,59,46,32,53,56,42,42,50,53,10,5,12,14,15,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,78,19
12525,1,3,2,41,44,35,62,42,52,49,42,56,55,70,66,65,51,64,55,55,50,56,36,36,40,49,56,41,54,42,37,43,12,13,8,13,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,174,65,18
12526,1,3,2,47,32,47,57,37,53,31,41,54,55,62,67,65,43,64,54,63,69,61,49,60,45,50,53,45,49,47,43,38,6,9,7,9,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,70,19
12527,1,2,2,42,46,39,57,40,53,42,43,61,51,65,66,60,48,83,52,46,37,35,41,37,23,49,56,44,59,39,39,41,12,8,13,8,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,59,19
12528,1,3,2,52,46,37,58,44,59,44,34,55,58,64,62,54,35,75,50,43,38,47,35,27,18,45,48,45,49,23,23,28,6,12,10,6,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,70,19
12529,1,3,2,50,49,48,61,39,49,47,35,54,46,61,64,57,46,52,53,43,58,67,42,55,42,58,47,43,48,29,40,41,15,12,14,6,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,189,73,22
12530,1,3,2,43,29,48,60,30,51,36,33,49,53,58,52,59,47,63,46,55,49,65,28,54,45,32,40,48,48,54,56,60,10,13,10,9,9,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,184,74,20
12531,1,3,2,42,54,36,50,36,59,34,31,44,57,77,79,77,39,74,63,34,52,55,41,36,21,49,48,39,51,22,26,25,10,13,11,11,12,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,174,69,20
12532,1,3,2,44,52,48,52,42,54,41,43,42,55,76,75,58,45,61,49,63,52,57,48,31,24,49,50,63,41,32,12,11,12,14,7,14,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,176,73,20
12533,1,2,2,41,30,52,59,34,51,40,32,54,54,58,61,57,57,66,52,67,54,62,33,56,54,58,49,38,55,52,50,51,10,10,8,10,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,75,21
12534,1,3,3,52,41,36,51,40,54,42,47,45,57,65,68,61,47,64,45,32,49,66,35,33,24,53,52,54,47,23,28,30,9,11,15,15,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,78,21
12535,1,3,2,42,43,42,63,38,50,49,44,57,54,63,63,59,52,83,54,57,49,30,49,42,32,48,54,45,55,35,43,45,6,11,8,5,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,60,19
12536,1,3,2,54,37,31,54,45,49,63,57,53,50,66,60,68,52,70,46,64,64,61,43,81,55,48,58,59,52,46,59,58,11,7,12,14,15,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,70,23
12537,1,3,2,48,42,51,52,50,51,46,35,47,52,77,80,50,36,57,56,45,51,67,34,41,15,50,51,48,45,41,25,24,7,8,13,12,10,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,193,85,23
12538,1,3,2,38,43,49,55,39,54,58,46,53,53,65,61,88,54,79,53,74,30,40,41,55,42,50,48,39,51,30,34,31,11,9,7,9,14,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,169,66,21
12539,1,3,2,52,30,52,62,30,62,40,39,58,62,51,61,54,51,77,47,57,32,52,47,59,48,40,48,42,42,49,57,57,14,10,5,7,6,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,70,21
12540,1,3,2,54,46,52,58,32,52,59,60,53,55,65,68,53,51,52,56,64,59,58,55,55,52,46,51,50,51,50,51,45,7,6,10,7,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,80,21
12541,1,3,2,57,53,40,56,45,53,47,41,51,50,61,68,64,39,70,54,44,53,56,33,29,24,49,43,56,42,26,26,27,13,7,7,6,14,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,69,22
12542,1,3,3,43,30,45,58,34,52,42,42,59,54,61,61,58,56,57,58,64,61,49,44,53,44,51,48,41,45,48,50,53,9,8,6,13,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,75,20
12543,1,3,2,47,52,46,64,33,50,36,36,55,52,61,62,58,52,62,46,60,58,53,50,61,55,38,47,41,46,48,57,55,10,9,14,12,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,181,72,24
12544,1,3,2,41,54,37,46,44,58,44,45,42,54,78,77,79,40,73,52,31,49,34,54,25,15,53,44,54,50,32,15,10,5,13,12,6,7,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,170,70,21
12545,1,2,2,39,47,48,62,36,51,36,35,61,56,69,60,58,52,88,61,59,53,36,52,53,35,45,49,36,43,34,40,43,8,13,12,14,7,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,170,62,25
12546,1,3,2,38,42,42,62,36,52,34,37,58,53,65,64,61,52,85,53,56,66,55,46,54,41,48,49,40,37,39,41,41,14,8,9,11,6,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,168,69,26
12547,1,3,3,55,56,42,53,47,62,62,61,52,64,64,52,64,49,65,52,71,52,29,57,45,33,57,55,50,61,28,30,24,14,9,8,15,9,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,170,64,28
12548,1,2,2,57,42,44,58,32,52,58,50,58,54,53,35,58,48,55,41,44,65,63,33,61,52,33,54,35,54,50,54,56,11,11,15,6,7,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,180,80,31
12549,1,3,2,42,36,39,63,44,48,47,45,61,59,57,62,53,46,68,45,51,41,49,31,41,29,46,55,45,62,36,48,51,14,9,8,6,12,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,180,70,18
12550,1,3,2,35,29,45,62,38,56,40,41,58,49,59,61,59,52,76,54,64,54,49,33,56,40,48,54,44,42,40,41,51,9,12,9,9,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,173,72,18
12551,1,3,2,40,32,45,63,37,50,36,41,54,52,51,65,49,52,44,55,58,62,52,37,54,45,49,45,43,41,52,43,46,7,14,5,6,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,65,19
12552,1,2,2,38,33,47,63,41,51,35,45,61,45,68,65,61,59,88,58,59,56,39,39,58,37,51,45,47,43,48,37,48,7,9,12,9,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,171,64,17
12553,1,3,2,35,30,54,53,30,50,38,36,53,49,57,56,56,55,55,51,72,57,68,29,60,50,40,39,44,46,44,52,58,6,7,5,10,6,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,186,78,18
12554,1,3,2,34,47,47,51,33,51,34,30,42,55,62,62,65,52,57,48,62,67,45,48,29,17,48,51,60,48,12,20,21,9,8,14,5,13,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,175,70,18
