,short_name,Position,overall,value_eur
2762,M. Pigliacelli,GK,73,3900000
2764,S. Kapino,GK,73,3900000
2766,P. Nardi,GK,73,3900000
2786,J. Rinne,GK,73,3900000
2806,H. Van Crombrugge,GK,73,3800000
2807,D. Roef,GK,73,3800000
2808,B. Samba,GK,73,3800000
2824,G. Akkan,GK,73,3900000
2831,M. Heča,GK,73,3600000
2838,Edgar Badía,GK,73,3500000
2844,R. Strebinger,GK,73,3600000
2848,A. Brignoli,GK,73,3500000
2865,Y. Cardinale,GK,73,3700000
2881,K. Darlow,GK,73,3500000
2910,K. Johnsson,GK,73,3200000
2911,Tomeu Nadal,GK,73,3100000
2929,A. El-Shenawy,GK,73,0
2936,D. Ward,GK,73,3300000
2962,M. Stekelenburg,GK,73,675000
2964,N. Penneteau,GK,73,400000
2965,Cifuentes,GK,73,400000
2967,C. Kameni,GK,73,1100000
2970,A. Walke,GK,73,675000
2978,F. Marchetti,GK,73,675000
2984,A. Rebrov,GK,73,1100000
2986,V. Demarconnay,GK,73,675000
2988,J. Leca,GK,73,2200000
2991,J. Lewis,GK,73,2600000
2994,P. Tschauner,GK,73,2200000
2996,S. Viera,GK,73,675000
3003,B. Jones,GK,73,400000
3007,A. Shunin,GK,73,0
3011,T. Krul,GK,73,2600000
3014,F. Forster,GK,73,2600000
3016,E. Alfonso,GK,73,2600000
3022,L. Burián,GK,73,1100000
3024,Marco Rocha,GK,73,2400000
3028,A. Oukidja,GK,73,2700000
3054,A. Hruška,GK,73,2200000
3072,V. Fiorillo,GK,73,2800000
3078,René,GK,73,1100000
3107,S. Frei,GK,73,2200000
3117,G. Arlauskis,GK,73,2600000
3121,C. Pantilimon,GK,73,2400000
3130,F. Bardi,GK,73,2800000
3134,Juan Carlos,GK,73,2600000
3164,T. Melia,GK,73,2200000
3188,S. Sosa,GK,73,2400000
3198,M. Dituro,GK,73,2400000
3253,Jaim Abra,GK,73,2800000
3254,Freder Cabral,GK,73,2800000
3262,Pierrino Faria,GK,73,2600000
3263,Nivo Serpinho,GK,73,1100000
3277,M. Higashiguchi,GK,73,2200000
3324,S. Scuffet,GK,72,3900000
3333,G. Kobel,GK,72,4000000
3357,Léo Jardim,GK,72,3500000
3376,B. Cortés,GK,72,3300000
3383,R. Gudiño,GK,72,3300000
3384,J. Drommel,GK,72,3300000
3386,A. Montero,GK,72,3300000
3395,I. Pettersson,GK,72,3300000
3450,E. Horvath,GK,72,3100000
3460,J. Pollersbeck,GK,72,3100000
3461,J. Butez,GK,72,3100000
3471,Jandrei,GK,72,3000000
3479,S. Ortega,GK,72,2900000
3484,M. Bettinelli,GK,72,2800000
3487,Q. Beunardeau,GK,72,3000000
3492,S. Dimitrievski,GK,72,3000000
3519,D. Jensen,GK,72,2700000
3536,M. Flekken,GK,72,2800000
3576,A. Abedzadeh,GK,72,2800000
3587,A. Saldívar,GK,72,2600000
3590,W. Foderingham,GK,72,2700000
3591,V. Belec,GK,72,0
3611,Sergio Herrera,GK,72,2700000
3616,Jhonatan,GK,72,2700000
3619,A. Smithies,GK,72,2500000
3623,S. Johnson,GK,72,2400000
3656,M. Al Owais,GK,72,2500000
3668,F. Ben Mustapha,GK,72,2400000
3688,C. Gordon,GK,72,525000
3689,L. Grant,GK,72,525000
3692,M. Rensing,GK,72,850000
3697,S. Bossut,GK,72,1700000
3701,L. Pocrnjic,GK,72,325000
3702,A. Cordaz,GK,72,525000
3706,C. Lucchetti,GK,72,325000
3708,S. Carson,GK,72,1700000
3714,N. Champagne,GK,72,1400000
3718,Eduardo,GK,72,525000
3719,B. Guzan,GK,72,1400000
3722,N. Navarro,GK,72,1400000
3744,Kwoun Sun Tae,GK,72,1400000
3756,Bracali,GK,72,325000
3764,M. Kozáčik,GK,72,850000
3769,M. Langerak,GK,72,2100000
3776,E. Mulder,GK,72,2100000
3780,Ricardo Ferreira,GK,72,2200000
3786,O. Nyland,GK,72,2300000
3792,Alberto,GK,72,1400000
3795,R. Wolf,GK,72,2000000
3814,C. Pinsoglio,GK,72,2200000
3821,Da Costa,GK,72,850000
3841,K. Nordfeldt,GK,72,2100000
3846,A. Luthe,GK,72,1900000
3861,F. Wiedwald,GK,72,2200000
3948,A. Silva,GK,72,850000
3965,S. Nishikawa,GK,72,1700000
3976,D. Dibusz,GK,72,0
3990,P. Gallese,GK,72,0
4123,David Raya,GK,71,2500000
4141,K. Letica,GK,71,2500000
4145,Rui Silva,GK,71,2400000
4151,A. Schlager,GK,71,2400000
4188,G. Lajud,GK,71,2300000
4189,J. Ledesma,GK,71,2300000
4218,J. Joronen,GK,71,2200000
4234,Kang Hyeon Mu,GK,71,2300000
4250,E. Zelazny,GK,71,2100000
4251,S. Bain,GK,71,2100000
4258,J. Blaswich,GK,71,2100000
4268,M. Schuhen,GK,71,2100000
4289,L. Zingerle,GK,71,2200000
4291,W. Hahn,GK,71,2100000
4309,P. Tsintotas,GK,71,2200000
4319,G. Makaridze,GK,71,2000000
4323,Raúl Lizoain,GK,71,2100000
4337,Helton Leite,GK,71,2100000
4349,H. González,GK,71,2000000
4353,J. Siebenhandl,GK,71,1900000
4356,Dani Jiménez,GK,71,1900000
4361,K. Lamprou,GK,71,1900000
4376,P. Terracciano,GK,71,1900000
4402,L. Hoyos,GK,71,1800000
4415,K. Eissa,GK,71,1900000
4417,N. Rimando,GK,71,240000
4418,T. Howard,GK,71,240000
4419,J. Wiland,GK,71,240000
4426,G. Lux,GK,71,240000
4428,F. Boeckx,GK,71,1400000
4430,D. Marshall,GK,71,1000000
4444,P. Pentke,GK,71,1000000
4448,C. Campestrini,GK,71,240000
4449,T. Kessler,GK,71,1300000
4453,R. Pasveer,GK,71,650000
4459,A. Federici,GK,71,1000000
4473,K. Steppe,GK,71,1600000
4475,Jung Sung Ryong,GK,71,1000000
4480,F. Rodríguez,GK,71,1600000
4483,R. Boffin,GK,71,1500000
4485,J. García,GK,71,1400000
4493,Zeng Cheng,GK,71,1400000
4494,Denis,GK,71,1400000
4500,D. González,GK,71,400000
4513,D. Kuciak,GK,71,1000000
4514,E. Conde,GK,71,400000
4518,Raúl Fernández,GK,71,1500000
4524,J. McLaughlin,GK,71,1500000
4532,S. Burchert,GK,71,1700000
4537,C. Toselli,GK,71,1500000
4548,M. Samassa,GK,71,1700000
4568,O. Jiménez,GK,71,1600000
4612,P. Pervan,GK,71,1500000
4629,K. Müller,GK,71,1700000
4649,C. Bălgrădean,GK,71,1500000
4655,R. Himmelmann,GK,71,1600000
4668,M. Goicoechea,GK,71,1500000
4673,W. Dutoit,GK,71,1600000
4690,S. Torrico,GK,71,240000
4717,André Milazisco,GK,71,650000
4718,Wiliam Santinho,GK,71,650000
4738,Nathael Silbeira,GK,71,650000
4739,Eduardo Fonseira,GK,71,1500000
4779,Diogo Costa,GK,70,2700000
4796,Luís Maximiano,GK,70,2600000
4804,A. Maksimenko,GK,70,2500000
4805,M. Schubert,GK,70,2500000
4823,I. Zlobin,GK,70,2300000
4844,G. Banguera,GK,70,2100000
4849,C. Acevedo,GK,70,2100000
4865,R. Rúnarsson,GK,70,2000000
4868,V. Milinković-Savić,GK,70,2000000
4872,A. Batalla,GK,70,2000000
4885,Koke Vegas,GK,70,2000000
4892,F. Manojlović,GK,70,2000000
4900,Joel Pereira,GK,70,1900000
4904,A. Werner,GK,70,1900000
4908,M. Rodák,GK,70,1900000
4917,M. Verrips,GK,70,1900000
4945,O. Linnér,GK,70,1800000
4964,S. McDermott,GK,70,1700000
4967,Adrián Ortolá,GK,70,1800000
4969,A. Linde,GK,70,1800000
4971,M. Müller,GK,70,1800000
4973,J. Busk,GK,70,1800000
4975,L. García,GK,70,1700000
4977,M. Caillard,GK,70,1800000
4996,A. Micai,GK,70,1800000
4997,I. Provedel,GK,70,1800000
5016,Alfonso Herrero,GK,70,1800000
5033,A. Davies,GK,70,1700000
5039,P. Bråtveit,GK,70,1700000
5053,A. Koșelev,GK,70,1700000
5068,F. Plach,GK,70,1600000
5072,J. Steer,GK,70,1600000
5075,A. Diallo,GK,70,1600000
5076,Z. Boucher,GK,70,1600000
5077,N. Leali,GK,70,1600000
5086,M. Koval,GK,70,1600000
5127,G. Athanasiadis,GK,70,1600000
5129,F. Kurto,GK,70,1500000
5134,Yang Han Been,GK,70,1500000
5136,M. Dupé,GK,70,1500000
5147,O. Marciano,GK,70,1500000
5154,A. Paleari,GK,70,1500000
5156,G. Anestis,GK,70,1500000
5159,O. Shevchenko,GK,70,1500000
5167,A. Seculin,GK,70,1500000
5187,L. Thomas,GK,70,1400000
5190,D. Keet,GK,70,0
5204,D. Rodríguez,GK,70,1400000
5227,Z. Zivkovic,GK,70,1400000
5237,G. Pegolo,GK,70,180000
5244,H. Arıkan,GK,70,300000
5251,T. Acar,GK,70,950000
5253,Rubén,GK,70,475000
5254,P. Kieszek,GK,70,475000
5259,B. Białkowski,GK,70,1100000
5266,J. Ruddy,GK,70,1100000
5273,J. Dahlin,GK,70,1100000
5285,R. Elliot,GK,70,950000
5290,R. Riou,GK,70,1100000
5291,M. Fraga,GK,70,1100000
5299,R. M'Bolhi,GK,70,950000
5308,Manolo Reina,GK,70,775000
5337,E. Kawashima,GK,70,300000
5342,Wang Dalei,GK,70,1200000
5344,M. Männel,GK,70,1100000
5367,K. Kronholm,GK,70,950000
5369,P. Šteinbors,GK,70,950000
5385,S. Colombi,GK,70,1300000
5390,R. Köse,GK,70,1100000
5421,F. Giefer,GK,70,1300000
5429,Pedro Trigueira,GK,70,1100000
5437,A. Hayashi,GK,70,1100000
5443,S. Clark,GK,70,950000
5452,A. Domínguez,GK,70,1100000
5456,M. Riemann,GK,70,1200000
5550,J. Cuadrado,GK,70,775000
5564,M. Ibáñez,GK,70,1100000
5596,Rafael Defendi,GK,70,475000
5609,Victor Fachinhas,GK,70,475000
5632,Jairo Farnias,GK,70,1100000
5653,M. Asselah,GK,70,1100000
5690,N. Körber,GK,69,1500000
5717,H. Koffi,GK,69,1400000
5724,L. Montipò,GK,69,1300000
5744,Dani Martín,GK,69,1300000
5751,C. Walton,GK,69,1300000
5756,B. Peacock-Farrell,GK,69,1300000
5776,E. Bansen,GK,69,1300000
5783,S. Rossbach,GK,69,1200000
5800,Soriano,GK,69,1200000
5820,L. Cháves,GK,69,1100000
5821,M. Gersbeck,GK,69,1100000
5822,J. Gonzalez,GK,69,1100000
5846,O. De Wolf,GK,69,1100000
5853,A. Bayındır,GK,69,1100000
5856,D. Bachmann,GK,69,1100000
5857,F. Ondoa,GK,69,1100000
5867,S. Allagbé,GK,69,1100000
5875,T. Wellenreuther,GK,69,1100000
5890,M. Turner,GK,69,1100000
5893,Caro,GK,69,1100000
5895,V. Cojocaru,GK,69,1100000
5898,K. Broll,GK,69,1100000
5903,S. Rojas,GK,69,0
5908,J. Brinkies,GK,69,1000000
5929,F. Bredlow,GK,69,1100000
5930,C. MacGillivray,GK,69,1000000
5945,J. Huth,GK,69,1000000
5965,Z. Clark,GK,69,950000
5966,J. Blackman,GK,69,1000000
5969,B. Uphoff,GK,69,1000000
5976,M. van der Hart,GK,69,1000000
5985,M. Crépeau,GK,69,1000000
5988,G. Gallon,GK,69,975000
6003,A. Jovanović,GK,69,975000
6014,D. Rudd,GK,69,950000
6022,C. Coosemans,GK,69,950000
6054,J. Chunga,GK,69,925000
6091,Kim Seung Gyu,GK,69,925000
6111,C. Maxwell,GK,69,925000
6112,M. Michel,GK,69,875000
6120,E. Chaux,GK,69,875000
6126,M. Yıldırım,GK,69,925000
6127,A. Vural,GK,69,925000
6133,C. Riegler,GK,69,875000
6140,J. Borgueray,GK,69,0
6143,Y. Thoelen,GK,69,875000
6179,Ricardo Ribeiro,GK,69,850000
6181,M. Kolke,GK,69,875000
6235,J. Gillet,GK,69,110000
6236,B. Castro,GK,69,180000
6237,M. Agazzi,GK,69,450000
6238,N. Mäenpää,GK,69,450000
6240,K. Stuhr-Ellegaard,GK,69,180000
6247,A. Rosati,GK,69,180000
6259,D. Ousted,GK,69,450000
6264,J. Young,GK,69,575000
6272,T. Carson,GK,69,675000
6276,F. Fielding,GK,69,675000
6293,J. Herrera,GK,69,110000
6296,P. Tytoń,GK,69,650000
6302,P. Hansson,GK,69,575000
6307,V. Mannone,GK,69,675000
6314,D. Stockdale,GK,69,575000
6318,T. Kirschbaum,GK,69,650000
6329,A. Blanco,GK,69,675000
6339,D. Petrić,GK,69,675000
6348,M. Vigorito,GK,69,750000
6385,P. Abrahamsson,GK,69,700000
6394,R. Romo,GK,69,0
6415,C. Lampe,GK,69,0
6419,B. Leroy,GK,69,700000
6470,Nicolas,GK,69,675000
6494,B. Sangaré,GK,69,0
6501,C. Bejarano,GK,69,450000
6508,D. Sánchez,GK,69,650000
6517,N. Ibáñez,GK,69,110000
6521,G. Sara,GK,69,675000
6537,I. Vargić,GK,69,650000
6542,F. Pellegrino,GK,69,575000
6559,P. Mina,GK,69,575000
6561,A. Aguilar,GK,69,0
6566,Luciano Cacheira,GK,69,280000
6574,Kaíque Mutto,GK,69,750000
6575,Ailton Cardenhas,GK,69,675000
6590,C. Cáceda,GK,69,0
6592,H. Yılmaz,GK,69,280000
6618,Mateus Pasinato,GK,69,750000
6621,M. Genesh,GK,69,0
6666,M. Svilar,GK,68,1300000
6683,M. Prévot,GK,68,1200000
6686,A. Ramsdale,GK,68,1200000
6694,R. Ramírez,GK,68,1100000
6695,K. Kotsaris,GK,68,1100000
6701,B. Radunović,GK,68,1100000
6702,P. Dahlberg,GK,68,1100000
6718,Josep Martínez,GK,68,1100000
6720,A. Šemper,GK,68,1100000
6766,D. Phillips,GK,68,1000000
6806,R. Cordano,GK,68,0
6819,A. Fulignati,GK,68,950000
6831,P. Pentz,GK,68,950000
6853,J. Højbjerg,GK,68,925000
6855,J. Lumley,GK,68,925000
6867,M. Schwäbe,GK,68,925000
6893,D. Bentley,GK,68,875000
6897,R. Matthews,GK,68,875000
6925,L. Pirard,GK,68,900000
6955,G. Bushchan,GK,68,875000
6959,S. Şahin-Radlinger,GK,68,850000
6960,C. Ripley,GK,68,850000
6963,Neto,GK,68,850000
6966,N. Lomb,GK,68,850000
6967,M. Kuster,GK,68,850000
6974,G. Castellón,GK,68,850000
6983,T. Miller,GK,68,850000
6989,Ratón,GK,68,850000
7006,Mika,GK,68,800000
7019,P. Iliev,GK,68,0
7023,N. Bertrams,GK,68,800000
7026,F. Bednarek,GK,68,800000
7032,K. Roos,GK,68,775000
7039,C. Bonilla,GK,68,800000
7059,B. Allain,GK,68,775000
7077,M. Hansen,GK,68,750000
7087,D. Bingham,GK,68,750000
7114,F. De Paul,GK,68,775000
7124,B. Amos,GK,68,725000
7125,S. Bruzzese,GK,68,700000
7126,J. Grahl,GK,68,700000
7127,J. Steele,GK,68,750000
7130,O. Jansson,GK,68,750000
7133,A. Kovácsik,GK,68,0
7134,J. Delle,GK,68,725000
7141,A. Letellier,GK,68,750000
7142,M. Gorgelin,GK,68,750000
7156,A. Weis,GK,68,725000
7179,D. Novoa,GK,68,700000
7181,I. González,GK,68,725000
7192,Gu Chao,GK,68,725000
7218,L. Steele,GK,68,400000
7224,E. Jakupović,GK,68,400000
7226,U. Ceylan,GK,68,475000
7228,A. Lindegaard,GK,68,240000
7235,J. Alvbåge,GK,68,150000
7238,R. Pleșca,GK,68,150000
7242,Casto,GK,68,90000
7250,Q. Westberg,GK,68,475000
7260,M. McGovern,GK,68,400000
7264,A. Kwarasey,GK,68,575000
7268,F. Öztürk,GK,68,550000
7278,J. Fejzić,GK,68,475000
7283,J. Zimmermann,GK,68,400000
7284,J. MacDonald,GK,68,475000
7285,M. Andersen,GK,68,600000
7288,J. Moulin,GK,68,475000
7291,M. Knaller,GK,68,550000
7292,D. Button,GK,68,600000
7303,M. Pinto,GK,68,240000
7307,P. Klandt,GK,68,240000
7311,R. Zwinkels,GK,68,150000
7327,W. Sandilands,GK,68,240000
7364,W. Yarbrough,GK,68,600000
7369,P. Garcés,GK,68,400000
7372,A. Pomini,GK,68,90000
7386,D. Hernández,GK,68,475000
7417,P. Kovář,GK,68,475000
7430,A. Shafi,GK,68,90000
7432,E. Taşkıran,GK,68,625000
7439,F. Farnolle,GK,68,400000
7471,Kim Jin Hyeon,GK,68,575000
7481,A. Kochenkov,GK,68,550000
7504,F. Kaplan,GK,68,600000
7507,A. Harush,GK,68,575000
7508,H. Halldórsson,GK,68,0
7551,L. Castellanos,GK,68,240000
7579,S. Gonda,GK,68,600000
7587,E. Hernández,GK,68,475000
7653,Márcio Velinha,GK,68,575000
7677,D. Zagorac,GK,68,550000
7681,G. Ortiz,GK,68,600000
7685,D. Rusu,GK,68,650000
7686,M. Gagliardo,GK,68,150000
7709,A. Muric,GK,67,1400000
7725,K. Scherpen,GK,67,1400000
7746,S. Jurado,GK,67,1100000
7766,F. Woodman,GK,67,1000000
7774,G. Coucke,GK,67,1100000
7794,A. Mitryushkin,GK,67,975000
7799,L. Kelly,GK,67,975000
7801,R. de Boer,GK,67,975000
7824,Cristian Rivero,GK,67,975000
7825,Y. Clementia,GK,67,975000
7842,N. Jackers,GK,67,925000
7865,L. Badiashile,GK,67,925000
7873,G. Vicario,GK,67,925000
7883,José Suárez,GK,67,875000
7890,M. Zetterer,GK,67,875000
7896,Y. Urra,GK,67,875000
7902,R. Descamps,GK,67,875000
7920,Zubiaurre,GK,67,875000
7921,André Ferreira,GK,67,875000
7942,Iván Villar,GK,67,825000
7945,J. Devecchi,GK,67,825000
7960,Miquel Parera,GK,67,825000
7967,K. Eisele,GK,67,825000
7980,P. Klewin,GK,67,775000
7999,X. Mous,GK,67,800000
8042,G. Long,GK,67,750000
8044,P. Izzo,GK,67,750000
8054,J. Martínez,GK,67,750000
8056,D. Melo,GK,67,750000
8058,L. Cárdenas,GK,67,750000
8062,Rubén Yáñez,GK,67,750000
8108,M. Gillespie,GK,67,700000
8110,L. Bostyn,GK,67,725000
8115,A. Leitner,GK,67,725000
8121,Andrés Prieto,GK,67,725000
8124,R. Williams,GK,67,0
8140,A. Bono,GK,67,725000
8144,S. Marinović,GK,67,700000
8146,Gu Sung Yun,GK,67,725000
8165,V. Hladký,GK,67,700000
8171,L. Zima,GK,67,700000
8173,R. Meara,GK,67,700000
8188,S. Moyano,GK,67,700000
8220,S. Richey,GK,67,675000
8222,D. Schmidt,GK,67,675000
8230,P. Álvarez,GK,67,0
8239,T. Coremans,GK,67,675000
8241,N. Larsen,GK,67,675000
8250,Cristiano,GK,67,675000
8261,K. Kamiński,GK,67,675000
8263,G. Güvenç,GK,67,650000
8266,V. Soto,GK,67,650000
8276,A. Desmas,GK,67,675000
8283,M. Dreyer,GK,67,600000
8287,R. Pillot,GK,67,650000
8291,M. Delač,GK,67,650000
8298,N. Marsman,GK,67,650000
8306,I. Lanni,GK,67,625000
8313,F. Al Qarni,GK,67,625000
8322,S. Gbohouo,GK,67,0
8344,M. Zeghba,GK,67,650000
8347,L. Camp,GK,67,325000
8349,M. Wölfli,GK,67,130000
8350,D. Perquis,GK,67,400000
8356,D. Gerken,GK,67,325000
8360,E. Bologna,GK,67,80000
8383,R. Cierzniak,GK,67,130000
8388,Biel Ribas,GK,67,400000
8400,S. Aresti,GK,67,400000
8411,S. Eastwood,GK,67,525000
8421,S. Pontdemé,GK,67,500000
8436,J. Jones,GK,67,525000
8437,Cheng Yuelei,GK,67,500000
8444,L. Königshofer,GK,67,525000
8448,L. Daniels,GK,67,500000
8450,D. Vega,GK,67,210000
8461,M. Peškovič,GK,67,80000
8473,K. Çelikay,GK,67,500000
8495,B. Shuttleworth,GK,67,475000
8497,S. Mielitz,GK,67,550000
8502,T. Deric,GK,67,525000
8507,M. Grün,GK,67,475000
8511,S. Moore,GK,67,550000
8516,A. Mathlouthi,GK,67,325000
8521,Y. Al Mosailem,GK,67,210000
8541,V. Eicher,GK,67,550000
8549,A. Iacobucci,GK,67,550000
8552,J. Attinella,GK,67,525000
8576,E. Bush,GK,67,400000
8587,A. Al Mayoof,GK,67,475000
8618,R. Naranjo,GK,67,80000
8632,A. Doukha,GK,67,475000
8665,Oh Seung Hoon,GK,67,500000
8675,Fepe Avedo,GK,67,500000
8676,Mateus Tangil,GK,67,500000
8677,Traeira Lopes,GK,67,550000
8686,Rafael de Aseiro,GK,67,550000
8699,T. Hayashi,GK,67,130000
8737,Paulo Vítor,GK,67,525000
8748,R. Chamseddine,GK,67,550000
8760,A. Plizzari,GK,66,1200000
8795,I. Meslier,GK,66,1200000
8801,R. Majecki,GK,66,975000
8806,G. Poussin,GK,66,1000000
8811,R. Vodišek,GK,66,1000000
8866,João Costa,GK,66,825000
8876,R. Niczuly,GK,66,825000
8895,Daniel Fuzato,GK,66,825000
8896,K. Osako,GK,66,800000
8913,André Moreira,GK,66,775000
8922,J. Teunckens,GK,66,775000
8942,A. Bodart,GK,66,775000
8970,C. Dawson,GK,66,725000
8972,L. Lezzerini,GK,66,725000
8975,J. Wildsmith,GK,66,725000
8985,S. Gori,GK,66,725000
8986,S. Sy,GK,66,725000
8990,D. Reimann,GK,66,725000
8996,E. Reséndez,GK,66,725000
9006,G. Gómez,GK,66,725000
9023,Álex Cobo,GK,66,725000
9035,W. Eskelinen,GK,66,675000
9037,G. Kitanov,GK,66,675000
9039,A. Brunst,GK,66,675000
9061,P. Sisniega,GK,66,675000
9099,M. Macey,GK,66,675000
9105,J. Prior,GK,66,675000
9106,D. Mesenhöler,GK,66,675000
9116,D. Sappa,GK,66,675000
9131,João Lopes,GK,66,675000
9135,Gabriel Souza,GK,66,675000
9137,L. Nicholls,GK,66,625000
9143,D. Stojanović,GK,66,625000
9149,N. Melissas,GK,66,625000
9151,I. Lučić,GK,66,650000
9159,A. Salazar,GK,66,625000
9166,Ángel Galván,GK,66,625000
9183,L. Andrenacci,GK,66,650000
9187,Alberto Varo,GK,66,625000
9188,A. Olliero,GK,66,650000
9194,J. Chaverra,GK,66,625000
9208,T. Holý,GK,66,575000
9210,Y. Brecher,GK,66,600000
9211,G. Hubert,GK,66,625000
9212,S. Sluga,GK,66,600000
9218,P. Drewes,GK,66,600000
9222,Ham Seok Min,GK,66,625000
9234,Son Jeong Hyeon,GK,66,575000
9242,F. Perucchini,GK,66,575000
9247,J. Da Silva,GK,66,575000
9254,J. Aguirre,GK,66,575000
9266,T. Boss,GK,66,600000
9274,Simão Bertelli,GK,66,625000
9276,A. Østbø,GK,66,575000
9277,E. Barli,GK,66,575000
9309,Miguel Oliveira,GK,66,600000
9317,J. Brondeel,GK,66,600000
9322,No Dong Geon,GK,66,575000
9324,W. Norris,GK,66,600000
9330,G. Alcalá,GK,66,575000
9342,A. Villete,GK,66,575000
9353,Manu García,GK,66,575000
9364,R. Sandberg,GK,66,550000
9365,B. Maubleu,GK,66,550000
9368,J. Słowik,GK,66,550000
9376,Fernando,GK,66,550000
9387,C. Vargas,GK,66,550000
9391,P. Carlgren,GK,66,550000
9394,C. Giraldo,GK,66,550000
9411,A. M'hamdi,GK,66,550000
9414,N. Ravaglia,GK,66,500000
9416,P. Mandanda,GK,66,525000
9423,A. Donnarumma,GK,66,550000
9427,Ryu Won Woo,GK,66,550000
9428,J. Day,GK,66,550000
9435,B. Valette,GK,66,550000
9442,Fábio,GK,66,525000
9472,M. El-Shenawy,GK,66,0
9475,R. Swete,GK,66,525000
9481,S. Pérez,GK,66,550000
9488,M. Álvarez,GK,66,500000
9490,D. Lazăr,GK,66,525000
9491,J. Doriado,GK,66,0
9493,M. Gilks,GK,66,70000
9496,A. Mannus,GK,66,70000
9497,D. Martin,GK,66,350000
9500,L. Michel,GK,66,70000
9502,H. Sogahata,GK,66,70000
9511,S. Henderson,GK,66,425000
9512,D. Bičík,GK,66,70000
9514,A. Jaakkola,GK,66,400000
9517,B. Alnwick,GK,66,400000
9534,O. Fôn Williams,GK,66,400000
9535,B. Hamer,GK,66,425000
9537,J. McKeown,GK,66,450000
9543,Juan Carlos,GK,66,425000
9550,G. Bindi,GK,66,400000
9569,N. Mihaylov,GK,66,0
9572,C. Seitz,GK,66,400000
9581,B. Knighton,GK,66,280000
9585,Yang Cheng,GK,66,350000
9590,S. Davies,GK,66,400000
9592,A. Redmayne,GK,66,425000
9593,E. Domaschke,GK,66,350000
9594,M. Kobras,GK,66,350000
9598,J. Rask,GK,66,425000
9601,Y. Thuram,GK,66,425000
9610,Kim Ho Jun,GK,66,170000
9611,D. Romo,GK,66,425000
9627,R. Ruiter,GK,66,400000
9645,Lee Bum Young,GK,66,425000
9660,K. Fickentscher,GK,66,425000
9704,J. Willis,GK,66,425000
9745,N. Manfredini,GK,66,425000
9769,A. Sánchez,GK,66,400000
9780,R. Jérez,GK,66,350000
9804,A. Kofler,GK,66,400000
9823,S. Mpontshane,GK,66,350000
9831,Jailson Acuna,GK,66,425000
9843,A. Keita,GK,66,400000
9856,H. Ilkura,GK,66,350000
9863,M. Cano,GK,66,350000
9894,L. Requena,GK,66,425000
9907,C. Früchtl,GK,65,975000
9921,Gabriel Brazão,GK,65,925000
9926,M. Carnesecchi,GK,65,975000
9939,J. Schendelaar,GK,65,925000
9985,J. Markovič,GK,65,750000
9986,D. Iversen,GK,65,775000
9992,Álvaro,GK,65,775000
9998,Pedro Silva,GK,65,775000
10003,A. Grandi,GK,65,775000
10011,F. Alastra,GK,65,750000
10012,R. Macagno,GK,65,750000
10016,A. Zaccagno,GK,65,750000
10037,A. Vlad,GK,65,750000
10041,M. O'Leary,GK,65,675000
10044,J. Vickers,GK,65,675000
10046,C. Trueman,GK,65,675000
10055,Javi Díaz,GK,65,675000
10081,P. Bastianello,GK,65,700000
10083,Samu Pérez,GK,65,675000
10152,L. Maniero,GK,65,625000
10154,S. Londoño,GK,65,625000
10160,S. Kroll,GK,65,625000
10177,N. Medvedev,GK,65,625000
10182,Álex Craninx,GK,65,625000
10187,M. Paes,GK,65,625000
10188,Wellington,GK,65,625000
10196,N. Baumann,GK,65,625000
10204,Vitor Caetano,GK,65,625000
10205,Raphael Aflalo,GK,65,625000
10221,Aarón,GK,65,575000
10236,T. Loska,GK,65,575000
10281,J. Graterol,GK,65,0
10288,M. Ingram,GK,65,550000
10303,O. Kocuk,GK,65,550000
10306,Marco,GK,65,550000
10315,E. Oelschlägel,GK,65,550000
10348,A. Cairns,GK,65,525000
10349,J. Alnwick,GK,65,525000
10350,P. Camara,GK,65,525000
10354,C. Pym,GK,65,550000
10356,M. Sayouba,GK,65,525000
10370,N. Avellaneda,GK,65,525000
10373,M. Goblet,GK,65,550000
10375,D. Hładun,GK,65,550000
10381,T. Knoflach,GK,65,525000
10395,G. Rehak,GK,65,525000
10402,B. Bvuma,GK,65,550000
10412,Ricardo Friedrich,GK,65,525000
10421,L. Koopmans,GK,65,500000
10424,P. Perina,GK,65,500000
10428,L. Hägg-Johansson,GK,65,525000
10430,J. Wallens,GK,65,500000
10444,Samuel Portugal,GK,65,525000
10469,E. Kardeşler,GK,65,525000
10473,A. Jug,GK,65,475000
10477,Z. Alomerović,GK,65,500000
10546,J. Kempin,GK,65,475000
10554,M. Lampson,GK,65,450000
10590,F. Oswald,GK,65,475000
10592,M. Oxley,GK,65,450000
10602,G. Allison,GK,65,450000
10611,J. Bendik,GK,65,425000
10618,P. Delecroix,GK,65,425000
10625,P. Wiegers,GK,65,450000
10626,Bruno,GK,65,450000
10630,C. Irwin,GK,65,425000
10663,D. Stipica,GK,65,450000
10666,H. Opdal,GK,65,50000
10669,M. Langer,GK,65,240000
10671,A. Lonergan,GK,65,150000
10673,S. Andersen,GK,65,50000
10683,S. Brown,GK,65,240000
10688,J. Szmatuła,GK,65,50000
10690,T. Černý,GK,65,240000
10695,I. Vázquez,GK,65,90000
10696,M. Hernández,GK,65,90000
10701,C. Doyle,GK,65,240000
10702,M. Caranta,GK,65,50000
10722,G. Faivre,GK,65,325000
